0.03431623,1.16181082
0.07504013,1.29210348
0.07913347,2.07166853
0.08462325,1.47818453
0.11919596,1.40646611
0.14547956,2.4964276
0.14940816,2.32149431
0.18091986,2.81025373
0.20433963,2.32661377
0.22351802,3.69769127
0.24665408,3.35393253
0.29019283,3.70658728
0.31098023,4.34308697
0.32177372,2.83112815
0.35711246,3.74573332
0.36197515,3.75787466
0.39497155,3.89792894
0.44319965,4.58083759
0.47453103,5.81870334
0.50626689,3.67984483
0.54111047,5.65837465
0.57306682,5.51347667
0.62178752,7.52735006
0.63627669,7.32884506
0.67657389,5.66689207
0.67728215,10.20912352
0.68796145,6.72304142
0.70892105,9.64026287
0.74012361,7.12706397
0.75367815,13.37721792
0.75377317,8.18494844
0.77352185,11.18123123
0.79292567,12.08596592
0.82803402,12.18896532
0.85105018,15.2547412
0.8942535,13.19755917
0.91331615,15.80144912
0.93297688,16.85895206
0.98190745,17.05399641
1.01317656,13.81354755
1.05035132,14.82482493
1.08933332,15.42294398
1.13023344,29.95736694
1.18021132,26.90271703
1.18411709,25.33679392
1.21195575,21.00816264
1.21840279,21.49721383
1.26762846,27.33325591
1.29891696,28.69940436
1.30558199,37.60390472
1.35155303,60.00678972
1.35550897,51.75921374
1.37237,39.3522316
1.41234576,36.4984857
1.4264133,37.83392679
1.46533847,39.97007885
1.49684478,71.56832046
1.51277622,78.25718539
1.55811009,57.46619807
1.55853819,101.4599965
1.60685733,67.66333364
1.62015355,108.87926028
1.64038316,70.84098073
1.684377,136.75364294
1.71310665,152.59524859
1.73119369,96.16069181
1.74230633,107.29325372
1.7893909,89.19811484
1.81809953,172.06488353
1.82389459,152.65099739
1.85351231,107.60644187
1.85438207,197.52563343
1.87943461,136.58093681
1.89673965,144.14034768
1.9091929,157.26750228
1.94483788,233.80360722
1.95625229,168.94735468
1.97395821,292.10278691
1.99944268,279.29023329
2.01771908,216.40219809
2.02003054,270.26315288
2.06897582,337.8901405
2.07678769,193.41420565
2.12588076,359.56897135
2.15438577,413.37351544
2.18104487,443.8848698
2.22863482,263.02400627
2.27011438,584.73564629
2.29922745,374.69002656
2.30517267,492.74966206
2.33149156,453.12714276
2.37119804,598.06212494
2.3791594,432.72817879
2.42614817,652.34279476
2.45242926,510.57266207
2.46079838,791.30715243
2.46535918,481.51942939
2.51213693,626.63852357
2.5216919,728.54762316
2.54938261,768.3381151
